DEPTH,GR_3,KTH_1,URAN_1,AC_1,DEN_1
4004.94,192.697,113.27,11.147,83.028,2.60875
4005.065,191.594,111.147,10.74,82.981,2.60321
4005.19,188.041,108.779,10.608,83.506,2.60408
4005.315,187.116,108.779,10.428,84.358,2.61103
4005.44,184.889,107.987,10.125,84.927,2.62253
4005.565,172.028,103.978,9.232,84.337,2.63714
4005.69,149.729,94.437,7.588,82.35,2.65183
4005.815,123.375,80.67,6.08,79.13,2.66589
4005.94,106.09,71.597,5.171,75.529,2.67414
4006.065,103.731,70.516,5.049,72.418,2.67597
4006.19,114.352,77.494,5.282,70.762,2.67268
4006.315,127.67,86.698,5.644,70.555,2.671
4006.44,139.072,94.803,5.986,71.4,2.671
4006.565,148.68,101.373,6.151,72.78,2.66668
4006.69,156.469,106.282,6.335,74.224,2.65599
4006.815,155.871,105.555,6.493,75.44,2.64129
4006.94,146.415,98.404,6.55,76.289,2.6315
4007.065,139.528,94.046,6.499,76.834,2.63058
4007.19,145.063,99.517,6.485,77.089,2.63868
4007.315,157.565,110.037,6.481,77.104,2.64911
4007.44,165.818,116.62,6.468,76.997,2.65613
4007.565,167.838,119.174,6.369,76.888,2.6587
4007.69,169.581,121.909,6.229,76.823,2.66168
4007.815,170.459,123.831,6.108,76.779,2.66695
4007.94,168.505,122.909,6.043,76.733,2.66838
4008.065,165.202,120.281,6.047,76.73,2.66089
4008.19,163.02,117.657,6.161,76.87,2.64411
4008.315,162.996,116.236,6.339,77.279,2.62655
4008.44,163.478,115.231,6.515,77.924,2.61289
4008.565,163.852,114.251,6.678,78.69,2.60551
4008.69,164.773,113.883,6.808,79.341,2.60253
4008.815,165.779,114.016,6.875,79.694,2.60442
4008.94,165.216,112.667,6.981,79.639,2.6125
4009.065,162.595,108.631,7.239,79.292,2.62334
4009.19,159.704,103.628,7.599,78.815,2.63208
4009.315,158.729,100.485,7.896,78.352,2.63567
4009.44,159.126,98.771,8.125,78.007,2.63569
4009.565,159.19,97.442,8.272,77.815,2.63405
4009.69,158.051,96.382,8.285,77.763,2.63022
4009.815,156.523,96.143,8.167,77.789,2.6253
4009.94,155.345,96.892,7.956,77.872,2.62039
4010.065,155.057,98.838,7.669,78.005,2.62
4010.19,155.883,102.128,7.309,78.17,2.62016
4010.315,157.683,106.427,6.916,78.346,2.62179
4010.44,159.464,110.035,6.615,78.502,2.62243
4010.565,160.259,111.79,6.461,78.592,2.62523
4010.69,159.558,111.337,6.441,78.531,2.63013
4010.815,158.272,109.853,6.484,78.279,2.63471
4010.94,157.232,108.323,6.55,77.859,2.637
4011.065,155.77,106.529,6.6,77.316,2.63637
4011.19,152.714,103.541,6.61,76.747,2.63445
4011.315,148.694,99.864,6.593,76.236,2.63208
4011.44,146.248,97.442,6.599,75.865,2.62734
4011.565,145.828,96.633,6.629,75.604,2.62341
4011.69,145.924,96.429,6.647,75.41,2.62016
4011.815,144.966,95.9,6.63,75.256,2.61947
4011.94,144.108,95.66,6.602,75.143,2.62
4012.065,145.236,97.792,6.463,75.113,2.62
4012.19,148.122,102.416,6.185,75.232,2.62
4012.315,151.353,107.295,5.908,75.524,2.62108
4012.44,153.575,110.116,5.777,75.954,2.62368
4012.565,154.72,111.404,5.726,76.449,2.625
4012.69,155.026,111.569,5.728,76.612,2.62212
4012.815,153.796,109.812,5.818,76.52,2.61597
4012.94,150.924,105.374,6.071,76.06,2.60805
4013.065,146.875,98.655,6.485,75.265,2.60324
4013.19,143.042,92.533,6.863,74.313,2.60458
4013.315,140.862,89.449,7.046,73.454,2.61079
4013.44,141.089,89.255,7.086,72.901,2.61901
4013.565,142.921,90.917,7.036,72.786,2.62779
4013.69,144.798,93.028,6.941,73.081,2.632
4013.815,145.527,94.346,6.853,73.678,2.62983
4013.94,145.709,95.063,6.787,74.318,2.62489
4014.065,146.059,95.673,6.74,74.842,2.62
4014.19,146.01,95.53,6.749,75.144,2.61736
4014.315,144.5,93.298,6.902,75.244,2.617
4014.44,141.817,89.538,7.165,75.189,2.61608
4014.565,140.053,86.744,7.397,75.067,2.61487
4014.69,140.966,86.15,7.583,74.954,2.613
4014.815,145.273,86.997,7.966,74.896,2.61384
4014.94,151.696,88.335,8.593,74.929,2.61895
4015.065,157.85,89.954,9.131,75.056,2.62553
4015.19,161.936,91.58,9.327,75.278,2.63053
4015.315,163.945,92.55,9.367,75.566,2.62796
4015.44,164.266,92.699,9.376,75.911,2.61647
4015.565,161.508,91.801,9.225,76.32,2.60081
4015.69,155.679,91.787,8.517,76.729,2.58836
4015.815,148.924,92.801,7.516,77.059,2.58403
4015.94,144.481,93.763,6.842,77.185,2.58944
4016.065,142.506,94.646,6.493,77.027,2.59825
4016.19,141.595,96.1,6.162,76.524,2.60737
4016.315,140.901,97.231,5.893,75.761,2.61719
4016.44,140.454,97.576,5.765,74.949,2.62686
4016.565,139.845,96.888,5.77,74.242,2.63426
4016.69,138.626,94.962,5.892,73.735,2.63745
4016.815,137.305,92.545,6.082,73.445,2.638
4016.94,136.852,90.85,6.271,73.346,2.63874
4017.065,137.561,90.159,6.438,73.339,2.64
4017.19,138.879,90.006,6.594,73.377,2.641
4017.315,139.953,89.889,6.721,73.449,2.64166
4017.44,140.224,89.504,6.824,73.533,2.643
4017.565,140.64,89.072,6.906,73.619,2.64207
4017.69,140.696,88.79,6.976,73.689,2.63611
4017.815,140.664,88.548,7.028,73.738,2.62545
4017.94,140.281,88.331,7.04,73.768,2.61401
4018.065,139.44,86.71,7.018,73.789,2.605
4018.19,138.305,82.601,7.028,73.807,2.60086
4018.315,137.144,76.814,7.163,73.829,2.60078
4018.44,136.356,73.997,7.324,73.868,2.60384
4018.565,136.255,76.474,7.431,73.926,2.60706
4018.69,137.162,83.116,7.511,73.997,2.6073
4018.815,138.837,85.331,7.589,74.066,2.60363
4018.94,140.76,86.574,7.644,74.116,2.59705
4019.065,142.199,85.912,7.696,74.127,2.59114
4019.19,142.898,85.156,7.77,74.112,2.59053
4019.315,142.961,84.378,7.833,74.087,2.59472
4019.44,142.747,84.019,7.843,74.07,2.6017
4019.565,142.555,84.286,7.796,74.069,2.60718
4019.69,142.482,84.805,7.737,74.087,2.608
4019.815,142.498,85.274,7.672,74.118,2.60608
4019.94,142.174,86.047,7.547,74.155,2.60279
4020.065,142.192,87.611,7.34,74.202,2.60175
4020.19,142.635,89.394,7.134,74.264,2.60691
4020.315,143.047,90.936,6.954,74.337,2.61616
4020.44,142.918,92.61,6.705,74.402,2.62401
4020.565,141.98,94.325,6.376,74.441,2.62409
4020.69,140.687,95.699,6.06,74.441,2.61726
4020.815,139.929,96.165,5.919,74.381,2.60645
4020.94,140.147,96.308,5.921,74.267,2.59711
4021.065,141.477,96.379,6.048,74.118,2.59139
4021.19,143.013,95.477,6.328,73.98,2.58646
4021.315,143.945,93.332,6.717,73.905,2.58271
4021.44,144.077,90.831,7.072,73.947,2.58021
4021.565,143.498,88.599,7.324,74.137,2.58374
4021.69,142.658,86.694,7.501,74.463,2.59253
4021.815,141.69,85.205,7.608,74.896,2.60426
4021.94,141.018,84.393,7.649,75.345,2.611
4022.065,141.203,84.505,7.632,75.734,2.60804
4022.19,142.387,85.328,7.595,76.004,2.59858
4022.315,143.036,85.68,7.573,76.167,2.58734
4022.44,141.798,83.825,7.671,76.238,2.58027
4022.565,138.803,79.772,7.9,76.287,2.57745
4022.69,135.976,75.96,8.127,76.393,2.5758
4022.815,134.561,74.032,8.257,76.595,2.57251
4022.94,134.353,73.256,8.36,76.902,2.56563
4023.065,134.77,73.005,8.484,77.337,2.55764
4023.19,136.009,73.244,8.659,77.9,2.555
4023.315,137.952,73.976,8.864,78.446,2.56216
4023.44,142.477,76.277,9.04,78.85,2.57851
4023.565,154.409,80.777,9.86,79.018,2.59775
4023.69,172.91,84.399,11.856,78.951,2.607
4023.815,192.199,86.359,14.087,78.735,2.6022
4023.94,204.916,87.121,15.137,78.662,2.59042
4024.065,210.677,87.019,15.496,78.994,2.58647
4024.19,208.687,84.197,15.768,79.806,2.59241
4024.315,191.497,73.48,15.557,80.932,2.597
4024.44,164.48,58.103,14.87,82.078,2.59011
4024.565,145.263,48.589,14.15,82.94,2.56796
4024.69,146.882,51.975,13.897,83.267,2.54282
4024.815,160.356,61.235,13.739,83.066,2.52461
4024.94,170.157,67.202,13.664,82.414,2.52
4025.065,172.05,69.227,13.633,81.517,2.52482
4025.19,172.284,70.494,13.635,80.536,2.534
4025.315,174.025,72.504,13.678,79.629,2.54093
4025.44,177.456,74.874,13.808,78.908,2.544
4025.565,181.964,76.771,14.068,78.467,2.544
4025.69,185.788,77.485,14.338,78.363,2.54657
4025.815,187.103,76.81,14.551,78.452,2.54942
4025.94,184.969,73.571,14.783,78.541,2.55016
4026.065,180.384,67.993,15.068,78.421,2.54605
4026.19,175.305,62.507,15.265,78.007,2.53848
4026.315,170.926,58.956,15.257,77.277,2.53271
4026.44,167.355,56.916,15.13,76.402,2.52778
4026.565,164.668,55.897,14.974,75.581,2.52284
4026.69,163.899,56.094,14.828,75.009,2.51726
4026.815,165.032,57.511,14.637,74.761,2.513
4026.94,167.327,59.7,14.414,74.813,2.50618
4027.065,168.81,61.281,14.229,75.057,2.50461
4027.19,168.195,61.542,14.072,75.312,2.509
4027.315,166.051,60.946,13.908,75.419,2.51647
4027.44,162.918,60.001,13.749,75.197,2.52411
4027.565,158.164,58.276,13.467,74.674,2.529
4027.69,151.553,55.734,12.899,73.988,2.52818
4027.815,145.254,53.464,12.349,73.366,2.52366
4027.94,141.338,52.124,12.115,72.944,2.51891
4028.065,139.297,51.279,12.061,72.821,2.518
4028.19,137.678,50.703,11.965,72.917,2.52011
4028.315,137.814,50.7,11.883,73.026,2.52605
4028.44,140.409,50.798,11.975,72.945,2.53263
4028.565,141.935,50.573,12.04,72.668,2.53629
4028.69,139.879,50.242,11.833,72.222,2.53607
4028.815,135.463,50.066,11.429,71.658,2.53068
4028.94,132.429,50.009,11.151,71.136,2.52416
4029.065,131.483,50.254,10.998,70.798,2.51843
4029.19,130.835,50.48,10.854,70.672,2.519
4029.315,130.175,50.646,10.694,70.694,2.52379
4029.44,130.156,50.766,10.531,70.861,2.53366
4029.565,130.898,50.892,10.405,71.079,2.54211
4029.69,130.742,50.451,10.342,71.179,2.54811
4029.815,123.918,47.339,10.258,71.056,2.55
4029.94,109.34,41.235,9.75,70.796,2.54932
4030.065,95.3,35.473,9.041,70.465,2.54508
4030.19,96.988,35.892,9.129,70.137,2.54014
4030.315,113.272,42.209,10.217,69.932,2.53521
4030.44,132.801,50.192,11.32,69.915,2.53031
4030.565,143.161,54.758,11.649,70.032,2.52792
4030.69,146.392,56.385,11.767,70.198,2.527
4030.815,148.233,57.743,11.955,70.399,2.52618
4030.94,150.986,59.913,12.225,70.617,2.52408
4031.065,153.633,61.838,12.456,70.823,2.51958
4031.19,156.05,62.764,12.677,71.035,2.5123
4031.315,159.725,62.471,13.345,71.287,2.50371
4031.44,165.099,61.474,14.462,71.567,2.49589
4031.565,174.742,62.111,15.503,71.85,2.49134
4031.69,193.515,64.31,17.264,72.117,2.49391
4031.815,221.46,67.909,20.411,72.303,2.50263
4031.94,248.414,73.154,23.017,72.257,2.51743
4032.065,263.812,77.636,23.778,71.969,2.53668
4032.19,266.111,78.72,23.68,71.533,2.55555
4032.315,260.137,77.52,23.498,71.155,2.56601
4032.44,245.567,74.583,22.689,71.004,2.5627
4032.565,220.84,71.605,20.014,71.224,2.54553
4032.69,194.852,68.987,16.981,71.795,2.52714
4032.815,177.424,66.955,15.204,72.53,2.51593
4032.94,172.675,66.871,14.746,73.205,2.51713
4033.065,173.722,69.425,14.27,73.738,2.52375
4033.19,174.647,72.256,13.748,74.193,2.53193
4033.315,173.038,75.403,13.015,74.664,2.53789
4033.44,169.258,79.818,11.901,75.212,2.54227
4033.565,164.894,84.132,10.719,75.873,2.54391
4033.69,162.519,86.432,10.051,76.65,2.54189
4033.815,160.853,87.145,9.711,77.455,2.53961
4033.94,151.858,83.109,9.236,78.169,2.538
4034.065,132.623,72.187,8.388,78.665,2.54142
4034.19,113.232,59.431,7.766,78.848,2.54512
4034.315,105.737,53.23,7.745,78.555,2.54525
4034.44,109.578,53.819,7.952,77.82,2.53963
4034.565,115.742,56.554,8.103,76.891,2.52977
4034.69,119.111,58.04,8.262,76.124,2.52132
4034.815,123.657,60.347,8.468,75.736,2.51732
4034.94,131.61,64.708,8.845,75.764,2.52376
4035.065,143.395,70.755,9.446,76.089,2.54129
4035.19,153.923,75.302,10.048,76.366,2.56703
4035.315,157.793,77.272,10.125,76.318,2.59499
4035.44,151.628,76.724,9.563,75.832,2.62018
4035.565,137.144,74.172,8.35,75.075,2.63911
4035.69,118.132,70.333,6.443,74.253,2.64661
4035.815,101.325,65.704,4.827,73.572,2.63866
4035.94,91.079,60.29,4.291,73.114,2.61766
4036.065,88.394,57.277,4.412,72.911,2.5897
4036.19,88.427,55.742,4.571,72.856,2.56674
4036.315,88.569,54.225,4.733,72.835,2.552
4036.44,88.946,53.065,4.897,72.769,2.55258
4036.565,90.066,53.11,5.007,72.693,2.56687
4036.69,91.304,54.043,5.038,72.657,2.59358
4036.815,91.966,54.897,5.022,72.654,2.62418
4036.94,93.505,58.083,4.798,72.642,2.64658
4037.065,97.237,66.533,4.151,72.579,2.65468
4037.19,101.65,76.084,3.44,72.379,2.65105
4037.315,104.303,81.492,3.058,71.979,2.64488
4037.44,104.799,83.114,2.921,71.339,2.64705
4037.565,105.153,84.557,2.794,70.505,2.65686
4037.69,106.717,87.096,2.653,69.559,2.6682
4037.815,109.804,91.281,2.473,68.613,2.67437
4037.94,113.084,95.528,2.309,67.858,2.67799
4038.065,114.598,97.609,2.223,67.488,2.68577
4038.19,112.404,95.937,2.202,67.683,2.70287
4038.315,108.754,93.101,2.161,68.302,2.72475
4038.44,107.555,92.31,2.131,69.146,2.74006
4038.565,111.256,95.86,2.133,69.907,2.74247
4038.69,117.276,101.084,2.205,70.388,2.73597
4038.815,122.175,104.38,2.387,70.499,2.72697
4038.94,124.532,104.218,2.7,70.312,2.71876
4039.065,125.409,102.682,3.021,69.979,2.70945
4039.19,125.848,101.084,3.295,69.611,2.70036
4039.315,126.311,99.835,3.512,69.233,2.69253
4039.44,126.929,98.992,3.679,68.818,2.68799
4039.565,126.626,98.165,3.739,68.402,2.68635
4039.69,124.12,98.104,3.434,68.08,2.68342
4039.815,119.54,99.528,2.659,67.893,2.6792
4039.94,114.842,101.011,1.848,67.845,2.678
4040.065,111.946,101.246,1.435,67.865,2.68042
4040.19,111.122,101.278,1.315,67.804,2.68457
4040.315,110.561,101.223,1.239,67.456,2.68799
4040.44,108.607,99.288,1.236,66.804,2.69039
4040.565,104.931,94.84,1.345,65.922,2.69533
4040.69,101.056,90.318,1.443,64.982,2.69883
4040.815,98.462,87.763,1.451,64.129,2.70111
4040.94,97.757,87.428,1.401,63.487,2.7037
4041.065,98.059,88.001,1.35,63.02,2.70801
4041.19,98.426,88.618,1.299,62.618,2.71292
4041.315,97.984,88.342,1.265,62.136,2.715
4041.44,96.578,86.808,1.275,61.505,2.71474
4041.565,94.563,84.314,1.332,60.777,2.71489
4041.69,91.124,80.492,1.402,60.161,2.71708
4041.815,83.765,73.891,1.341,59.765,2.72073
4041.94,71.48,63.671,1.06,59.589,2.72808
4042.065,58.435,52.732,0.762,59.5,2.74253
4042.19,49.239,44.398,0.666,59.263,2.76545
4042.315,45.544,40.75,0.687,58.581,2.78611
4042.44,44.24,39.083,0.744,57.447,2.79462
4042.565,43.521,37.889,0.813,56.089,2.78882
4042.69,43.317,37.248,0.873,54.798,2.77739
4042.815,44.121,37.423,0.946,53.778,2.76588
4042.94,46.868,39.252,1.043,53.127,2.75247
4043.065,51.803,43.671,1.098,52.851,2.73347
